Content Fulfillment Status,Content Date Fulfilled,Content Topic,Content Link,Account Manager,Opportunity Name,Account Name,Billing State/Province,type,Account Charter Number,certNumber
Posted,8/19/15,Fin Lit for Kids,https://www.pinalcountyfcu.com/files/pinalco/1/file/Newsletters/3Q15%20Newsletter%20July-%20Financial%20Lit%20article.pdf,Hallie Pond,PINAL COUNTY Federal Credit Union-Content-Existing Business,PINAL COUNTY Federal Credit Union,AZ,cu,9099-cu,9099
Posted,10/16/15,*5 steps to cut your data security risks,https://www.primetrustcu.com/home,Hallie Pond,PRIMETRUST Federal Credit Union-Content-New Business,PRIMETRUST Federal Credit Union,IN,cu,489-cu,489
Posted,6/8/15,Saving on Your Vacation,http://p1bank.blogspot.com/2015/06/how-to-save-on-vacation-this-summer.html,Hallie Pond,PriorityOne Bank-Content-New Business,PriorityOne Bank,MS,bk,21906-bk,21906
Posted,4/29/15,,http://blog.raccoonvalleybank.com/2015/04/29/choosing-the-right-savings-account/,Hallie Pond,Raccoon Valley Bank-None-New Business,Raccoon Valley Bank,IA,bk,245-bk,245
Posted,4/29/15,Choosing a Savings Account,http://blog.raccoonvalleybank.com/2015/04/29/choosing-the-right-savings-account/,Hallie Pond,Raccoon Valley Bank-Content-Existing Business,Raccoon Valley Bank,IA,bk,245-bk,245
Posted,5/18/15,EMV,https://www.redcrown.org/upload/file/2015-04%20Newsletter%202.pdf,Hallie Pond,RED CROWN Federal Credit Union-Content-New Business,RED CROWN Federal Credit Union,OK,cu,2585-cu,2585
Posted,11/10/15,Checking Costs,http://info.republicbank.com/blog/how-much-does-your-checking-account-really-cost,Hallie Pond,Republic Bank & Trust Company-Content-New Business,Republic Bank & Trust Company,KY,bk,23627-bk,23627
Posted,9/1/15,The benefits of having a good credit card,https://www.rivermarkcu.org/blog/2015/august/24/having-a-good-credit-card-can-save-you-money,Hallie Pond,RIVERMARK COMMUNITY Credit Union-Mixed-New Business,RIVERMARK COMMUNITY Credit Union,OR,cu,65644-cu,65644
Posted,4/1/15,,https://www.rtpfcu.org/home/fiFiles/static/documents/The_Scope_Spring_2015.pdf,Hallie Pond,R T P Federal Credit Union-None-New Business,R T P Federal Credit Union,NC,cu,18550-cu,18550
Posted,4/1/15,Credit,https://www.rtpfcu.org/home/fiFiles/static/documents/The_Scope_Spring_2015.pdf,Hallie Pond,R T P Federal Credit Union-Content-New Business,R T P Federal Credit Union,NC,cu,18550-cu,18550
Posted,9/11/15,The many ways your credit card number gets stolen,https://www.rutgersfcu.org/news/latest.aspx?a=read&news_id=226,Hallie Pond,RUTGERS Federal Credit Union-Content-New Business,RUTGERS Federal Credit Union,NJ,cu,9237-cu,9237
Posted,8/28/15,Financial Preparedness for Hurricane Season,http://section705fcu.blogspot.com/2015/08/5-ways-to-prepare-financially-for.html,Hallie Pond,SECTION 705 Federal Credit Union-Content-New Business,SECTION 705 Federal Credit Union,LA,cu,18749-cu,18749
Posted,1/20/15,,http://www.southeasternfcu.org/financial-college-prep.php,Hallie Pond,SOUTHEASTERN Federal Credit Union-Content-Existing Business,SOUTHEASTERN Federal Credit Union,GA,cu,8947-cu,8947
Posted,1/20/15,,http://www.southeasternfcu.org/financial-college-prep.php,Hallie Pond,SOUTHEASTERN Federal Credit Union-None-New Business,SOUTHEASTERN Federal Credit Union,GA,cu,8947-cu,8947
Posted,11/2/15,7 money-saving tips for teens,http://southlandfcu.com/PDFs/2015/Six_Money_Saving_Tips_for_Teens.pdf,Hallie Pond,SOUTHLAND Federal Credit Union-Content-New Business,SOUTHLAND Federal Credit Union,TX,cu,15815-cu,15815
Posted,7/31/15,Hurricane Preparedness,https://www.tampabayfederal.com/index.php/tips-to-financially-prepare-for-hurricanes.html,Hallie Pond,TAMPA BAY Federal Credit Union-Mixed-New Business,TAMPA BAY Federal Credit Union,FL,cu,352-cu,352
Posted,4/21/15,,http://www.txbank.com/Savingtips.pdf,Hallie Pond,Texas State Bank-None-New Business,Texas State Bank,TX,bk,18698-bk,18698
Posted,4/21/15,Savings Tips,http://www.txbank.com/Savingtips.pdf,Hallie Pond,Texas State Bank-None-Existing Business,Texas State Bank,TX,bk,18698-bk,18698
Posted,6/15/15,,http://www.firstnationalbanks.biz/saving-for-retirement.html,Hallie Pond,The First National Bank of Berlin-None-Existing Business,The First National Bank of Berlin,WI,bk,5286-bk,5286
Posted,10/5/15,*5 Benefits of Using the CardValet App,http://www.fsb-wv.com/art/cv1.html,Hallie Pond,The First State Bank (WV)-Content-New Business,The First State Bank (WV),WV,bk,14361-bk,14361
Posted,9/1/15,Payday Loans,https://www.thinkwisecu.org/wp-content/uploads/2015/08/How-Payday-Loans-Can-Become-a-Debt-Trap-NerdWallet.pdf,Hallie Pond,Thinkwise Credit Union-Content-Existing Business,Thinkwise Credit Union,CA,cu,7770-cu,7770
Posted,1/5/15,,http://tucoemas.org/Libraries/Newsletters/2015_First_Quarter_NL.sflb.ashx,Hallie Pond,TUCOEMAS Federal Credit Union-None-Existing Business,TUCOEMAS Federal Credit Union,CA,cu,5718-cu,5718
Posted,8/26/15,Do you really need a budget? YES. or The Benefits of Having a Budget.,https://www.umassfive.coop/blog/posts/college-students-you-need-a-budget-and-here-s-why,Hallie Pond,UMASSFIVE COLLEGE Federal Credit Union-Content-New Business,UMASSFIVE COLLEGE Federal Credit Union,MA,cu,18181-cu,18181
Posted,6/12/15,Home Equity Financing,http://www.univestdirect.com/univest-blog/2015/put-your-home%E2%80%99s-equity-to-work.aspx#.VYBfalxViko,Hallie Pond,Univest Bank and Trust Co.-Content-Existing Business,Univest Bank and Trust Co.,PA,bk,7759-bk,7759
Posted,8/12/15,7 Banking Tips For Millennials,https://www.valleycommunities.org/News-and-Announcements/7-Smart-Banking-Tips-for-Millennials.aspx,Hallie Pond,VALLEY COMMUNITIES Credit Union-Content-New Business,VALLEY COMMUNITIES Credit Union,WI,cu,66430-cu,66430
Posted,10/20/15,History of Valley CU and Mission Statement about Serving Needs of Consumers,https://www.valleycu.org/About-Us/Valley-News/NerdWallet-Spotlight-Valley-CU.aspx,Hallie Pond,VALLEY Credit Union-Content-New Business,VALLEY Credit Union,OR,cu,64169-cu,64169
Posted,10/22/15,Benefits of opening deposit accounts with Vista Bank,https://www.vistabank.com/index.php/comparechecking/,Hallie Pond,Vista Bank-Content-New Business,Vista Bank,TX,bk,1210-bk,1210
Posted,10/7/15,"5 Ways To Teach Kids How To Save",https://www.walcottbank.com/,Hallie Pond,Walcott Trust and Savings Bank-Content-New Business,Walcott Trust and Savings Bank,IA,bk,12716-bk,12716
Posted,9/30/15,Back to School - Student Loans,https://www.washingtonfederal.com/washline/news-and-articles/2015/09/30/useful-bank-services-for-college-students,Hallie Pond,Washington Federal-Content-Existing Business,Washington Federal,WA,bk,28088-bk,28088
Posted,11/3/15,*How to protect your credit and personal information during the holiday shopping season,http://www.waterfordbankna.com/protect-your-credit-and-personal-information-during-the-holidays/,Hallie Pond,Waterford Bank, N.A.-Content-New Business,Waterford Bank, N.A.,OH,bk,58433-bk,58433
Posted,6/17/15,Vacation Savings,http://www.wellsfederalbank.com/index.php?option=com_content&view=article&id=87:5-ways-to-save-for-your-vacation-now&catid=11:resources&Itemid=101,Hallie Pond,Wells Federal Bank-Content-New Business,Wells Federal Bank,MN,bk,29141-bk,29141
Posted,6/8/15,Fin LIt for Kids,https://www.wsfcu.org/?action=preview&page=news_financial_independence_kids&version=default#content,Hallie Pond,WHITE SANDS Federal Credit Union-Content-New Business,WHITE SANDS Federal Credit Union,NM,cu,7960-cu,7960
Posted,11/9/15,*5 Budgeting Tips for Winter Gift Purchases,https://www.wsfcu.org/?page=news_winter_budgeting_tips,Hallie Pond,Repost,WHITE SANDS Federal Credit Union,NM,cu,7960-cu,7960
Posted,11/6/15,*How to Boost Your Credit Before Seeing a Home Loan,https://www.wingsfinancial.com/wings-blogs/money-matters/november-2015/how-to-boost-your-credit-before-seeking-a-home-loa,Hallie Pond,WINGS FINANCIAL Credit Union-Content-New Business,WINGS FINANCIAL Credit Union,MN,cu,68601-cu,68601
Posted,10/29/15,*Credit card transfer balances,https://www.xfcu.org/education/financial-education/articles/,Hallie Pond,XCEED FINANCIAL Federal Credit Union-Content-New Business,XCEED FINANCIAL Federal Credit Union,CA,cu,20068-cu,20068
Posted,3/6/15,,https://aplusfcu.org/articles/spring-cleaning-tips-for-your-finances,Renee Siu,A+ Federal Credit Union-None-Existing Business,A+ Federal Credit Union,TX,cu,6178-cu,6178
Posted,6/26/15,Travel scams,http://blog.abricu.com/avoid-common-travel-scams-abroad/,Renee Siu,Abri Credit Union-Content-Existing Business,Abri Credit Union,,cu,97086-cu,97086
Posted,10/23/15,Car buying,http://www.alatrustcu.com/Blog/Consumer/October-2015/How-to-Take-Stress-Out-of-Car-Buying#.ViprFZNViko,Renee Siu,ALATRUST Credit Union-Content-New Business,ALATRUST Credit Union,AL,cu,60934-cu,60934
Posted,11/18/15,When should you take a loan vs. using your credit card for the holidays,https://alliancecu.com/holiday-shopping-when-to-use-a-credit-card-when-to-take-out-a-loan/,Renee Siu,Repost,ALLIANCE Credit Union,MO,cu,63789-cu,63789
Posted,2/17/15,Save Now to Avoid a Pinch,https://alliancecu.com/save-now-avoid-coming-empty-pinch/,Renee Siu,ALLIANCE Credit Union-Content-New Business,ALLIANCE Credit Union,MO,cu,63789-cu,63789
Posted,3/24/15,Rainy Day Fund,ttps://alliancecu.com/why-you-need-a-rainy-day-fund/,Renee Siu,ALLIANCE Credit Union-Content-Existing Business,ALLIANCE Credit Union,MO,cu,63789-cu,63789
Posted,4/22/15,Sticking to a Savings Plan,https://alliancecu.com/sticking-to-a-savings-plan/,Renee Siu,ALLIANCE Credit Union-Content-Existing Business,ALLIANCE Credit Union,MO,cu,63789-cu,63789
Posted,3/24/15,,http://www.alliantcreditunion.org/blog/entry/2015/03/understanding-aprs-when-shopping-for-a-loan,Renee Siu,ALLIANT Credit Union-None-Existing Business,ALLIANT Credit Union,IL,cu,67955-cu,67955
Posted,5/11/15,Plan for Summer Vacations,http://altaonethejournal.blogspot.com/2015/05/may-112015-plan-now-for-your-summer.html,Renee Siu,ALTAONE Federal Credit Union-Content-New Business,ALTAONE Federal Credit Union,CA,cu,5612-cu,5612
Posted,4/1/15,Hidden Tax Breaks,http://altaonethejournal.blogspot.com/2015/03/hidden-tax-breaks.html,Renee Siu,ALTAONE Federal Credit Union-Content-Existing Business,ALTAONE Federal Credit Union,CA,cu,5612-cu,5612
Posted,6/1/15,Home improvements,http://altaonethejournal.blogspot.com/2015/03/plan-and-finance-your-home-improvement.html,Renee Siu,ALTAONE Federal Credit Union-Content-Existing Business,ALTAONE Federal Credit Union,CA,cu,5612-cu,5612
Posted,7/15/15,All About HELOCs,http://altaonethejournal.blogspot.com/2015/07/helpful-heloc-facts.html,Renee Siu,ALTAONE Federal Credit Union-Content-Existing Business,ALTAONE Federal Credit Union,CA,cu,5612-cu,5612
Posted,7/9/15,Data Security,http://www.aspirefcu.org/blog/security/5-steps-cut-data-security-risks/,Renee Siu,ASPIRE Federal Credit Union-None-Existing Business,ASPIRE Federal Credit Union,NJ,cu,5800-cu,5800
Posted,4/28/15,HELOCs,http://www.aspirefcu.org/blog/home-ownership/uses-of-helocs/,Renee Siu,ASPIRE Federal Credit Union-Content-New Business,ASPIRE Federal Credit Union,NJ,cu,5800-cu,5800
Posted,9/24/15,When is a personal loan better than a credit card,http://www.auburnfcu.com/updateNOW/news/default.asp?newsId=257&action=read,Renee Siu,AUBURN COMMUNITY Federal Credit Union-Content-New Business,AUBURN COMMUNITY Federal Credit Union,NY,cu,988-cu,988
Posted,10/2/15,Free Checking,http://www.youramfcu.org/Uploads/files/Newsletter/1%20-%20MM/AMFCU-NewsFALL2015FINAL-with%20NW%20link-ver2.pdf,Renee Siu,AUGUSTA METRO Federal Credit Union-Content-Existing Business,AUGUSTA METRO Federal Credit Union,GA,cu,14228-cu,14228
Posted,8/27/15,Figuring Hm Price Range,https://www.asfcu.com/Borrowing/Managing-Credit.aspx,Renee Siu,AURORA SCHOOLS Federal Credit Union-Content-Existing Business,AURORA SCHOOLS Federal Credit Union,CO,cu,14369-cu,14369
Posted,9/1/15,Why estatements are the best option for rural residents,http://app.subscribermail.com/dspcd.cfm?ec=2536c16227b4494a9d65eb6f30de375e&email=0,Renee Siu,Belgrade State Bank-Content-New Business,Belgrade State Bank,MO,bk,12208-bk,12208
Posted,7/14/15,Why We Overspend on Vacation,http://www.bccu.org/blog?blog_id=185,Renee Siu,Bellwether Community Credit Union-Content-New Business,Bellwether Community Credit Union,NH,cu,60747-cu,60747
Posted,7/7/15,The Benefits and Necessities of an Emergency Fund,https://www.bippusbank.com/about/news/the-buzz-2015-3rd-quarter/,Renee Siu,Bippus State Bank-Content-Existing Business,Bippus State Bank,IN,bk,1847-bk,1847
Posted,8/31/15,Checking Account Basics,http://www.mybrb.com/advice-tools/education/education-banking-basics.html,Renee Siu,Blue Ridge Bank-Content-Existing Business,Blue Ridge Bank,VA,bk,6872-bk,6872
Posted,4/9/15,,http://news.becu.org/index.php/tax-tips-for-last-minute-filers/#.VWPB8FnBzGc,Renee Siu,Boeing Employees Credit Union-Content-New Business,Boeing Employees Credit Union,WA,cu,62604-cu,62604
Posted,3/4/15,,http://news.becu.org/index.php/paying-off-loans-early-helpful-or-hurtful/#.VRnmm5PF-98,Renee Siu,Boeing Employees Credit Union-None-New Business,Boeing Employees Credit Union,WA,cu,62604-cu,62604
Posted,3/30/15,Mortgages,https://brightstarcu.wordpress.com/2015/03/30/fha-or-conventional-mortgage-which-is-better-for-you/,Renee Siu,BRIGHTSTAR Credit Union-Content-Existing Business,BRIGHTSTAR Credit Union,FL,cu,67347-cu,67347
Posted,2/23/15,,http://blog.caminofcu.org/financial-tips/tips-for-first-time-car-buyers/,Renee Siu,CAMINO Federal Credit Union-None-New Business,CAMINO Federal Credit Union,CA,cu,4633-cu,4633
Posted,2/23/15,Car buying,http://blog.caminofcu.org/financial-tips/tips-for-first-time-car-buyers/,Renee Siu,CAMINO Federal Credit Union-Content-Existing Business,CAMINO Federal Credit Union,CA,cu,4633-cu,4633
Posted,6/15/15,Free Credit Scores,http://blog.caminofcu.org/financial-tips/how-to-take-advantage-of-free-credit-reports/,Renee Siu,CAMINO Federal Credit Union-Content-Existing Business,CAMINO Federal Credit Union,CA,cu,4633-cu,4633
Posted,7/23/15,Refinancing your auto loan,http://www.campbellcu.org/wp-content/uploads/2015/07/Refinancing-Your-Auto-Loan.pdf,Renee Siu,CAMPBELL EMPLOYEES Federal Credit Union-Content-New Business,CAMPBELL EMPLOYEES Federal Credit Union,NJ,cu,2141-cu,2141
Posted,10/9/15,How Mobile Check Deposits Work,https://www.cayugalakenationalbank.com/files/MobileCheckDepositsNW.pdf,Renee Siu,Cayuga Lake National Bank-Content-New Business,Cayuga Lake National Bank,NY,bk,6954-bk,6954
Posted,7/2/15,Details: An outline of the tax breaks and deductions that homeowners qualify for.,https://www.centra.org/2015/07/mortgage-matters-tax-benefits-of-owning-a-home/,Renee Siu,CENTRA Credit Union-Content-New Business,CENTRA Credit Union,IN,cu,68287-cu,68287
Posted,7/10/15,Post-Grad Financial Life,https://www.cmccu.com/files/cmccu15/1/file/PDFs/Post-GradFinancialLife_REVISED.pdf,Renee Siu,Central Macomb Community Credit Union-Content-New Business,Central Macomb Community Credit Union,MI,cu,60406-cu,60406
Posted,7/1/15,Financial Planning,https://www.mycccu.com/blog/getting-set-to-handle-post-graduation-finances,Renee Siu,Christian Community Credit Union-Mixed-New Business,Christian Community Credit Union,,cu,97068-cu,97068
Posted,11/12/15,How to Protect your Elderly Loved Ones,https://csb02-staging.herokuapp.com/newsletters/protecting-seniors-from-fraud-and-abuse,Renee Siu,Citizens State Bank of La Crosse-Content-New Business,Citizens State Bank of La Crosse,WI,bk,1513-bk,1513
Posted,4/15/15,,http://beacon.coastal24.com/index.php/articles/auto/289-smart-ways-to-handle-a-tax-refund,Renee Siu,COASTAL Federal Credit Union-None-New Business,COASTAL Federal Credit Union,NC,cu,18297-cu,18297
Posted,5/19/15,HSAs,http://beacon.coastal24.com/index.php/articles/auto/293,Renee Siu,COASTAL Federal Credit Union-Content-New Business,COASTAL Federal Credit Union,NC,cu,18297-cu,18297
Posted,1/21/15,Homebuyer Tips,http://c1styourvoiceblog.com/2015/01/21/first-time-homebuyer-tips/,Renee Siu,COMMUNITY 1ST Credit Union-Content-Existing Business,COMMUNITY 1ST Credit Union,IA,cu,68510-cu,68510
Posted,1/21/15,,http://c1styourvoiceblog.com/2015/01/21/first-time-homebuyer-tips/,Renee Siu,COMMUNITY 1ST Credit Union-None-New Business,COMMUNITY 1ST Credit Union,IA,cu,68510-cu,68510
Posted,8/10/15,Home Improvements & Technology Gaps,http://blog.communitychoicecu.com/minor-home-improvements-offer-the-best-financial-return,Renee Siu,Community Choice Credit Union-Content-New Business,Community Choice Credit Union,MI,cu,64880-cu,64880
Posted,4/14/15,,http://blog.communitychoicecu.com/how-credit-unions-differ-from-banks,Renee Siu,Community Choice Credit Union-None-New Business,Community Choice Credit Union,MI,cu,64880-cu,64880
Posted,4/14/15,CUs vs Banks,http://blog.communitychoicecu.com/how-credit-unions-differ-from-banks,Renee Siu,Community Choice Credit Union-Content-Existing Business,Community Choice Credit Union,MI,cu,64880-cu,64880
Posted,2/5/15,5 Ways to Refresh Your Finances,http://blog.communitychoicecu.com/five-ways-to-refresh-your-finances-in-2015,Renee Siu,Community Choice Credit Union-Content-Existing Business,Community Choice Credit Union,MI,cu,64880-cu,64880
Posted,2/22/15,Car Buying Made Easy,http://blog.communitychoicecu.com/car-buying-made-easy,Renee Siu,Community Choice Credit Union-Content-Existing Business,Community Choice Credit Union,MI,cu,64880-cu,64880
Posted,6/16/15,Jumpstart Your Savings,http://blog.myconsumers.org/jump-starting-savings-for-women/,Renee Siu,CONSUMERS COOPERATIVE Credit Union-Content-New Business,CONSUMERS COOPERATIVE Credit Union,IL,cu,68588-cu,68588
Posted,8/11/15,Vacation on Shoestring Budget,http://www.coopfcu.org/custom/fi/cooperativecenter/fb/disclosure/2ndQuarterNewsletterwebview.compressed.pdf,Renee Siu,COOPERATIVE CENTER Federal Credit Union-Content-Existing Business,COOPERATIVE CENTER Federal Credit Union,CA,cu,4900-cu,4900
Posted,7/3/15,Buying vs. Leasing Automobile,http://ig.libertyonline.net/ImageGallery/Custom/cu0040/PDFs/July2015Newsletter.pdf,Renee Siu,CORNERSTONE Federal Credit Union-Content-New Business,CORNERSTONE Federal Credit Union,PA,cu,21789-cu,21789
Posted,4/2/15,Tax Mistakes & Eat Healthy on Budget,https://www.bankmobile.com/5-ways-eat-healthier-budget/,Renee Siu,Customers Bank / BankMobile-None-New Business,Customers Bank / BankMobile,PA,bk,34444-bk,34444
Posted,7/28/15,Cost of Parenthood,https://www.bankmobile.com/bundles-of-joy-cost-baskets-of-cash/,Renee Siu,Customers Bank / BankMobile-Content-Existing Business,Customers Bank / BankMobile,PA,bk,34444-bk,34444
Posted,10/19/15,How Much Should You Be Saving at 20/30/40/50,https://www.bankmobile.com/how-much-should-you-be-saving-at-age-20-30-40-50/,Renee Siu,Customers Bank / BankMobile-None-Existing Business,Customers Bank / BankMobile,PA,bk,34444-bk,34444
Posted,6/17/15,Switching Banks,https://www.bankmobile.com/how-to-shop-for-a-new-bank/,Renee Siu,Customers Bank / BankMobile-Content-New Business,Customers Bank / BankMobile,PA,bk,34444-bk,34444
Posted,4/3/15,,https://denvercommunity.coop/how-a-HELOC-Can-Finance-spring-dreams,Renee Siu,DENVER COMMUNITY Credit Union-None-New Business,DENVER COMMUNITY Credit Union,CO,cu,68616-cu,68616
Posted,4/3/15,HELOCs,https://denvercommunity.coop/how-a-HELOC-Can-Finance-spring-dreams,Renee Siu,DENVER COMMUNITY Credit Union-Content-Existing Business,DENVER COMMUNITY Credit Union,CO,cu,68616-cu,68616
Posted,6/19/15,MobileWallets,https://denvercommunity.coop/clear-money/online-resources/personal-finance-articles/mobile-digital-wallets-can-replace-credit-cards-boost-security.html,Renee Siu,DENVER COMMUNITY Credit Union-Content-New Business,DENVER COMMUNITY Credit Union,CO,cu,68616-cu,68616
Posted,6/26/15,Ways to Save on Vacation,http://web.elements.org/blog/cut-vacation-costs-by-daring-to-be-different,Renee Siu,Elements Financial-Mixed-New Business,Elements Financial,IN,cu,22468-cu,22468
Posted,10/9/15,Benefits of an automated savings plan,http://emoryacu.com/files/newsletters/Newsletter.Fall.2015.pdf,Renee Siu,EMORY ALLIANCE Credit Union-Content-New Business,EMORY ALLIANCE Credit Union,GA,cu,68573-cu,68573
Posted,7/15/15,Traveling Internationally,https://www.fafcu.org/summer-2015/safe-traveling,Renee Siu,F&A Federal Credit Union-Content-Existing Business,F&A Federal Credit Union,CA,cu,1493-cu,1493
Posted,11/18/15,Online Security (Cyber Security),https://www.bankwithfm.com/blog/,Renee Siu,Farmers & Merchants Bank (OH)-Content-New Business,Farmers & Merchants Bank (OH),OH,bk,9462-bk,9462
Posted,9/9/15,3 things to consider when choosing life insurance,https://www.myfsbonline.com/fsb-blog.aspx,Renee Siu,Farmers State Bank-Content-Existing Business,Farmers State Bank,IA,bk,12855-bk,12855
Posted,8/4/15,Saving for College,https://www.myfsbonline.com/fsb-blog.aspx,Renee Siu,Farmers State Bank-Content-New Business,Farmers State Bank,IA,bk,12855-bk,12855
Posted,5/12/15,Pros of Credit Unions,https://flfcu.wordpress.com/2015/05/12/3-reasons-to-choose-a-credit-union/,Renee Siu,FINGER LAKES Federal Credit Union-Content-New Business,FINGER LAKES Federal Credit Union,NY,cu,18022-cu,18022
Posted,7/8/15,Understand Credit & Budget Mgt,https://www.firstalliancecu.com/learn/understanding-credit.php,Renee Siu,FIRST ALLIANCE Credit Union-Content-Existing Business,FIRST ALLIANCE Credit Union,MN,cu,62872-cu,62872
Posted,4/10/15,Tax Refunds,https://www.firstalliancecu.com/learn/TaxRefunds.pdf,Renee Siu,FIRST ALLIANCE Credit Union-Content-New Business,FIRST ALLIANCE Credit Union,MN,cu,62872-cu,62872
Posted,4/15/15,1st Time Buyers,https://www.firstalliancecu.com/learn/1stTimeBuyers.pdf,Renee Siu,FIRST ALLIANCE Credit Union-Content-Existing Business,FIRST ALLIANCE Credit Union,MN,cu,62872-cu,62872
Posted,4/10/15,Tax Refunds,https://www.firstalliancecu.com/learn/TaxRefunds.pdf,Renee Siu,FIRST ALLIANCE Credit Union-Content-Existing Business,FIRST ALLIANCE Credit Union,MN,cu,62872-cu,62872
Posted,7/1/15,Benefits of EMV Cards,http://efirstbankblog.com/blog/firstbank/2015/07/01/how-emv-cards-offer-smarter-security/,Renee Siu,FirstBank-Content-New Business,FirstBank,CO,bk,18714-bk,18714
Posted,6/24/15,Mortgage focus (buy/sell market where demand is high and homes are selling fast. Relevant to the Sioux Falls market) & Business Insurance,https://www.bankeasy.com/news/handling-a-heated-real-estate-market/ and https://www.bankeasy.com/news/choosing-the-right-insurance-to-protect-your-business/,Renee Siu,First Bank & Trust (SD)-Content-New Business,First Bank & Trust (SD),SD,bk,3973-bk,3973
Posted,4/30/15,,https://www.firstcentralsb.com/resources/blog/entry/the-big-impact-of-community-banks,Renee Siu,First Central State Bank-Content-New Business,First Central State Bank,IA,bk,19716-bk,19716
Posted,7/29/15,The Impact of Community Banks on a Local Economy,https://www.bankadviser.com/firstfederalbank/e_article003209251.cfm?x=bpqsVjc,Renee Siu,First Federal Savings Bank of Twin Falls-Content-New Business,First Federal Savings Bank of Twin Falls,ID,bk,28845-bk,28845
Posted,7/9/15,Lending Rates,https://www.firstib.com/factors-that-influence-loan-interest-rates/,Renee Siu,First Internet Bank of Indiana-Content-Existing Business,First Internet Bank of Indiana,IN,bk,34607-bk,34607
Posted,4/29/15,5 Money Moves Before Vacation,http://www.fitzsimonscu.com/ContactUs/Blog/TabId/168/PostId/9/5-money-moves-to-make-before-going-on-vacation.aspx,Renee Siu,FITZSIMONS Federal Credit Union-Content-Existing Business,FITZSIMONS Federal Credit Union,CO,cu,10572-cu,10572
Posted,6/8/15,Mortgage Down Payment,http://www.fitzsimonscu.com/ContactUs/Blog/TabId/168/PostId/10/determining-your-mortgage-down-payment.aspx,Renee Siu,FITZSIMONS Federal Credit Union-Content-New Business,FITZSIMONS Federal Credit Union,CO,cu,10572-cu,10572
Posted,2/20/15,4 Ways to Protect Your Identity,http://www.fitzsimonscu.com/ContactUs/Blog/TabId/168/PostId/8/4-ways-to-protect-your-identity.aspx,Renee Siu,FITZSIMONS Federal Credit Union-None-New Business,FITZSIMONS Federal Credit Union,CO,cu,10572-cu,10572
Posted,2/23/15,Tax Refund,http://www.fvsbank.com/fivewaystostretchataxrefund.html,Renee Siu,Fox Valley Savings Bank-None-New Business,Fox Valley Savings Bank,WI,bk,29188-bk,29188
Posted,2/20/15,Financing Remodeling With Home Equity Can Cut Costs,http://www.fvsbank.com/financingremodelingwithhomeequitycancutcosts.html,Renee Siu,Fox Valley Savings Bank-None-Existing Business,Fox Valley Savings Bank,WI,bk,29188-bk,29188
Posted,8/10/15,How to Protect Yourself Financially During a Divorce,http://www.frankenmuthcu.org/fcu-blog?blog_id=7,Renee Siu,FRANKENMUTH Credit Union-Mixed-New Business,FRANKENMUTH Credit Union,MI,cu,61755-cu,61755
